Gene symbol,Gene name,Hour(s) with a significant caste difference:,logFC at 2h,logFC at 4h,logFC at 6h,logFC at 8h
LOC726320,serine protease inhibitor 27A,6,-0.13,-0.28,0.76,0.56
LOC413144,actin related protein 11,6,-0.17,-0.18,-0.43,-0.13
LOC100577120,dual specificity protein kinase TTK,8,-0.07,-0.19,-0.18,-0.47
LOC413146,regulator of nonsense transcripts 2,8,0.04,-0.2,-0.11,-0.64
LOC413878,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",6,-0.12,-0.16,-0.38,-0.25
LOC413917,"alpha-1,2-mannosyltransferase ALG9",8,-0.02,-0.32,-0.16,-0.41
LOC409911,protein disulfide-isomerase A3,8,-0.1,-0.23,-0.25,-0.33
LOC410339,"transcription termination factor 3, mitochondrial",8,-0.2,-0.17,-0.21,-0.32
LOC413855,rho GTPase-activating protein 24,8,-0.03,-0.24,-0.18,-0.45
LOC411293,zinc finger protein 622,4,-0.09,-0.41,-0.29,-0.12
LOC413303,vascular endothelial growth factor receptor 1,8,-0.13,-0.07,-0.15,-0.56
LOC100577879,carbonic anhydrase-related protein 10,6,-0.07,0.32,0.54,0.11
LOC113218676,uncharacterized LOC113218676,8,0.07,0.01,-0.02,0.84
LOC724628,protein mago nashi homolog,6,-0.27,-0.15,-0.44,-0.05
LOC550716,clathrin heavy chain,8,0.06,-0.25,-0.03,-0.68
LOC725091,lachesin,8,0.14,0.11,0.19,0.45
LOC552116,histone H3.3,"6, 8",0.02,-0.25,-0.41,-0.26
LOC413055,uncharacterized LOC413055,8,-0.04,-0.14,-0.22,-0.5
LOC409017,pantothenate kinase 4,8,0.03,-0.02,-0.11,-0.8
LOC724370,probable cytosolic Fe-S cluster assembly factor AGAP009023,8,-0.17,-0.2,-0.18,-0.35
LOC551622,protein misato,"6, 8",-0.07,-0.25,-0.29,-0.29
LOC411897,phosphoglucomutase,8,0.07,-0.28,-0.2,-0.49
LOC100578035,sphingolipid delta(4)-desaturase DES1,"4, 6",-0.02,-0.35,-0.44,-0.1
LOC551355,integrator complex subunit 2,8,0.23,-0.21,-0.31,-0.61
LOC551949,ovarian-specific serine/threonine-protein kinase Lok,8,0.12,-0.22,-0.19,-0.6
LOC726054,transport and Golgi organization 2 homolog,6,-0.11,-0.24,-0.31,-0.24
LOC727238,histone-lysine N-methyltransferase ash1,6,0.16,0.18,0.45,0.11
LOC408446,"probable aconitate hydratase, mitochondrial",8,-0.07,0.17,0.24,0.55
LOC409410,plasminogen activator inhibitor 1 RNA-binding protein,8,-0.08,-0.18,-0.28,-0.36
LOC552766,tubulin alpha chain,8,-0.19,0.21,0.24,0.64
LOC411778,RNA-binding protein 8A,6,-0.31,-0.09,-0.36,-0.13
LOC724154,protein nessun dorma,6,-0.15,-0.1,-0.49,-0.16
LOC413805,H/ACA ribonucleoprotein complex subunit 4,"6, 8",0.05,-0.08,-0.38,-0.48
LOC100576253,DNA ligase 1,6,-0.14,0.34,0.41,0.29
LOC409544,ruvB-like 1,8,-0.18,-0.1,-0.27,-0.35
LOC726305,M-phase inducer phosphatase,6,0.13,0.25,0.36,0.16
LOC100577308,dystrotelin,8,-0.01,-0.31,-0.16,-0.41
LOC100578266,probable deoxyhypusine synthase,6,-0.23,-0.15,-0.33,-0.18
LOC412961,protein bicaudal D,8,0.34,-0.36,-0.03,-0.85
LOC413763,hydroxymethylglutaryl-CoA synthase 1,8,0.04,-0.26,-0.22,-0.45
LOC726870,zinc finger CCHC domain-containing protein 8 homolog,8,0.06,-0.23,-0.09,-0.63
LOC412545,zinc finger protein 277,8,-0.01,-0.26,-0.24,-0.37
LOC412362,"glucose 1,6-bisphosphate synthase",8,-0.06,-0.2,-0.21,-0.42
LOC551952,putative N-acetylglucosamine-6-phosphate deacetylase,8,0.13,0.25,0.25,0.26
LOC411865,exportin-2,"6, 8",-0.09,-0.11,-0.35,-0.34
LOC726872,LDLR chaperone boca,6,-0.33,-0.12,-0.41,-0.03
LOC552303,RNA-binding protein cabeza,8,-0.13,-0.08,-0.28,-0.39
LOC409721,uncharacterized protein YER152C,8,-0.02,0.29,0.2,0.42
LOC102655244,histone-lysine N-methyltransferase NSD2,8,0.09,-0.34,-0.19,-0.45
LOC409313,actin-related protein 2,8,0.09,-0.29,-0.2,-0.49
LOC409092,enhancer of mRNA-decapping protein 3,8,-0.06,-0.26,-0.24,-0.33
LOC552319,26S proteasome non-ATPase regulatory subunit 6,6,-0.16,-0.2,-0.38,-0.14
LOC552611,protein ABHD4,6,0.12,0.12,0.36,0.29
LOC411423,poly(ADP-ribose) glycohydrolase ARH3,6,-0.21,-0.23,-0.36,-0.09
LOC551282,ribokinase,8,0.07,0.13,0.24,0.45
LOC552447,clavesin-2,8,-0.1,0.3,0.22,0.47
LOC414027,N-alpha-acetyltransferase 20,6,-0.27,-0.22,-0.39,-0.01
LOC412085,post-GPI attachment to proteins factor 3,6,-0.01,-0.18,-0.44,-0.25
LOC552479,protein draper,8,0.11,-0.27,-0.08,-0.64
LOC413034,rho-related BTB domain-containing protein 1,8,-0.02,0.17,0.16,0.57
LOC100577060,ankyrin repeat domain-containing protein 40,6,-0.18,-0.24,-0.34,-0.11
LOC413809,mitogen-activated protein kinase kinase kinase 7,8,0.01,-0.24,-0.2,-0.45
LOC102654200,uncharacterized LOC102654200,8,0.01,0.37,-0.03,0.52
LOC727260,uncharacterized LOC727260,8,-0.13,-0.15,-0.03,-0.57
LOC412884,AP-1 complex subunit gamma-1,8,0.18,-0.34,-0.1,-0.63
LOC724738,bis(5'-adenosyl)-triphosphatase enpp4,8,-0.08,-0.17,-0.19,-0.43
LOC410578,sodium- and chloride-dependent glycine transporter 2,8,-0.03,0.04,0.06,0.81
LOC552733,aurora kinase B,6,-0.14,-0.18,-0.43,-0.12
LOC413278,homer protein homolog 2,8,0.36,-0.35,-0.14,-0.74
LOC726159,transportin-3,8,0.22,-0.35,-0.26,-0.47
LOC102653748,growth/differentiation factor 8,"6, 8",-0.08,0.05,0.51,0.39
LOC411730,mannosyl-oligosaccharide glucosidase GCS1,8,-0.1,-0.19,-0.17,-0.41
LOC727390,uncharacterized LOC727390,8,0.17,0.27,0.01,0.41
LOC113218582,"28S ribosomal protein S9, mitochondrial-like",8,-0.04,0.28,0.11,0.52
LOC550701,peptidyl-prolyl cis-trans isomerase FKBP8,8,-0.19,-0.05,-0.24,-0.39
LOC100576401,uncharacterized LOC100576401,8,-0.11,0.34,0.14,0.5
LOC551702,UPF0565 protein C2orf69 homolog,4,0.05,-0.51,-0.2,-0.21
LOC550854,protein PBDC1,6,-0.21,-0.24,-0.43,0.01
LOC726786,proton-coupled amino acid transporter 1,8,0.19,0.1,-0.04,0.62
LOC725616,allatostatin C,8,-0.06,0.33,0.04,0.55
LOC113219268,uncharacterized LOC113219268,8,-0.06,0.19,0.18,0.56
LOC413667,G2/mitotic-specific cyclin-B3,8,0.11,-0.33,-0.21,-0.44
LOC726216,exostosin-2,8,-0.09,-0.19,-0.2,-0.39
LOC411167,"cysteine--tRNA ligase, cytoplasmic",8,-0.14,-0.23,-0.2,-0.3
LOC552516,glucoside xylosyltransferase 1,6,0.05,-0.22,-0.44,-0.26
LOC552557,"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial","6, 8",0.02,0.19,0.28,0.37
LOC410428,uncharacterized LOC410428,8,-0.05,-0.01,-0.33,-0.47
TpnT,"troponin T, skeletal muscle",6,-0,0.21,0.38,0.28
LOC727235,protein enabled,6,0.06,0.22,0.39,0.19
LOC409867,FERM domain-containing protein 8,8,0.11,0.12,0.11,0.53
LOC412016,transforming growth factor beta regulator 1,"6, 8",0.04,-0.19,-0.28,-0.43
LOC724288,gem-associated protein 5,8,-0.11,-0.16,-0.21,-0.38
LOC411572,ubiquitin carboxyl-terminal hydrolase 14,8,-0.01,-0.24,-0.21,-0.4
LOC102655195,uncharacterized LOC102655195,8,-0.01,0.07,0.3,0.5
LOC552263,ubiquitin thioesterase OTU1,"6, 8",0.03,-0.2,-0.37,-0.33
LOC551252,tropomyosin,8,-0.1,0.23,0.29,0.44
LOC552025,"tyrosine--tRNA ligase, mitochondrial","6, 8",-0.13,-0.19,-0.27,-0.27
LOC408762,uncharacterized protein MAL13P1.304,8,0.14,-0.13,-0.22,-0.65
LOC102654029,uncharacterized LOC102654029,"6, 8",-0.15,-0.14,-0.29,-0.28
LOC113218750,uncharacterized LOC113218750,4,-0.37,1.01,0.26,-0.04
LOC413433,protein lingerer,"6, 8",0.15,-0.17,-0.33,-0.51
LOC411189,L-lactate dehydrogenase A-like 6A,8,-0.25,0.19,-0,0.92
LOC552332,PC4 and SFRS1-interacting protein,8,-0,-0.24,-0.24,-0.38
LOC552586,cytochrome c oxidase assembly factor 7 homolog,6,-0.25,-0.24,-0.35,-0.02
LOC552725,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,8,0.02,-0.12,-0.28,-0.49
LOC724233,40S ribosomal protein S17,8,0.03,0.2,0.12,0.5
LOC411890,nucleolysin TIAR,8,0.13,-0.33,-0.19,-0.46
LOC552437,phospholipid phosphatase 6,6,-0.13,-0.2,-0.29,-0.23
LOC725316,transmembrane protein 208,6,-0.04,-0.3,-0.39,-0.13
LOC412452,max-like protein X,"4, 6, 8",-0,-0.24,-0.37,-0.23
LOC551912,c-Myc-binding protein,6,-0.25,-0.19,-0.43,0.01
LOC551395,"acetyl-CoA acetyltransferase, cytosolic",8,-0.04,0.25,0.19,0.46
LOC725070,DNA fragmentation factor subunit alpha,8,0.18,-0.41,-0.11,-0.51
LOC552769,ubiA prenyltransferase domain-containing protein 1 homolog,6,0.08,-0.32,-0.33,-0.28
LOC725424,nurim homolog,8,0.15,0.07,0.19,0.44
LOC409594,dnaJ homolog dnj-5,8,-0.15,-0.15,0.08,-0.62
LOC102653824,uncharacterized LOC102653824,"4, 6, 8",0.05,-0.37,-0.28,-0.25
LOC410352,chromatin-remodeling ATPase INO80,"4, 6",0.13,0.34,0.34,0.04
LOC409569,uncharacterized LOC409569,6,-0.21,-0.18,-0.31,-0.15
LOC410114,solute carrier family 23 member 1,8,0.13,0.09,0.27,0.36
LOC724798,tRNA (guanine(10)-N2)-methyltransferase homolog,8,-0.04,-0.18,-0.23,-0.4
LOC409170,polycomb protein suz12-B,8,0.09,-0.31,-0.18,-0.45
LOC726015,cytoplasmic dynein 2 light intermediate chain 1,8,-0.19,0.38,0.22,0.44
LOC413261,serine/threonine-protein kinase polo,6,0.05,-0.29,-0.36,-0.25
LOC551893,prefoldin subunit 3,6,-0.23,-0.15,-0.34,-0.13
LOC724629,40S ribosomal protein S28,8,0.08,0.27,0.02,0.48
LOC552705,protein jagunal,6,-0.11,-0.33,-0.36,-0.05
LOC551773,serine/threonine-protein kinase VRK1,8,0.11,-0.24,-0.16,-0.55
LOC102654054,uncharacterized LOC102654054,8,0.02,0.16,0.19,0.47
LOC413520,mediator of RNA polymerase II transcription subunit 4,6,-0.08,-0.23,-0.36,-0.18
LOC409240,HMG box-containing protein 4,6,-0.04,0.29,0.32,0.27
LOC102655540,cytochrome c oxidase assembly protein COX19,8,0.03,-0.28,-0.13,-0.46
LOC410299,ankyrin repeat domain-containing protein SOWAHB,6,0.16,0.09,0.43,0.16
LOC727229,protein HIRA homolog,8,0.33,-0.36,-0.19,-0.62
LOC552768,phenylalanine--tRNA ligase alpha subunit,"6, 8",-0.12,-0.2,-0.27,-0.26
LOC724564,dehydrodolichyl diphosphate synthase complex subunit Nus1,"4, 6",0.03,-0.32,-0.37,-0.18
LOC100576261,zinc finger protein 569,8,-0.13,-0.06,-0.21,-0.44
LOC725405,DNA repair endonuclease XPF,8,-0.08,-0.26,-0.1,-0.4
LOC552372,ER membrane protein complex subunit 8/9 homolog,6,-0.16,-0.29,-0.37,-0.02
LOC724423,DNA polymerase theta,8,-0.08,-0.11,-0.15,-0.5
LOC113218957,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,6,-0.2,-0.2,-0.43,-0.01
LOC410129,casein kinase I,8,0.26,-0.28,-0.2,-0.61
LOC724596,transducin beta-like protein 3,8,0.01,-0.2,-0.12,-0.53
LOC412769,protein archease-like,6,-0.11,-0.24,-0.36,-0.13
LOC411540,small G protein signaling modulator 3 homolog,"6, 8",-0.02,-0.2,-0.33,-0.29
LOC726694,uncharacterized LOC726694,6,0.12,-0.23,-0.4,-0.33
LOC410330,phosphatidylserine synthase 1,"4, 6, 8",0.11,-0.34,-0.35,-0.26
LOC100577649,kinesin-like protein Klp61F,8,-0.08,-0.09,-0.26,-0.4
LOC100577253,GRIP and coiled-coil domain-containing protein PFC0235w,8,-0.07,-0.16,-0.11,-0.5
LOC551728,F-box/LRR-repeat protein 20,8,0.28,-0.48,-0,-0.63
LOC409638,elongation of very long chain fatty acids protein AAEL008004,6,0.19,0.1,0.57,-0.02
LOC726337,mitochondrial intermembrane space import and assembly protein 40-B,6,-0.02,-0.26,-0.38,-0.17
Pkc,protein kinase C,8,0.04,0.25,0.14,0.4
LOC552398,"beta-1,3-galactosyltransferase 1-like",8,-0.08,-0.13,-0.24,-0.39
LOC102654426,60S ribosomal protein L18,8,-0.07,0.25,0.11,0.54
LOC410555,insulin-like growth factor-binding protein complex acid labile subunit,8,-0.11,0.14,0.25,0.55
LOC551902,metaxin-1,"6, 8",-0.12,-0.1,-0.31,-0.3
LOC724532,"eukaryotic translation initiation factor 1A, X-chromosomal","6, 8",-0.11,-0.16,-0.29,-0.27
LOC409388,ras-related protein Rab-18-B,"4, 6",-0.18,-0.25,-0.25,-0.15
LOC410118,D-glucuronyl C5-epimerase B,8,0.08,-0.22,-0.29,-0.39
LOC409384,heat shock protein 60A,8,0.14,-0.2,-0.21,-0.56
LOC550748,stromal membrane-associated protein 1,6,0.15,0.22,0.3,0.15
LOC551309,transcription initiation factor TFIID subunit 1,8,0.07,-0.29,-0.1,-0.5
LOC551731,rho GTPase-activating protein 190,"4, 6",0.21,0.24,0.27,0.1
LOC408660,uncharacterized LOC408660,8,-0.15,0.29,0.13,0.55
LOC408324,T-cell immunomodulatory protein,8,-0.04,0.18,0.23,0.45
LOC102654083,centrosome-associated zinc finger protein CP190,8,0.07,-0.25,-0.07,-0.57
LOC551184,eukaryotic translation initiation factor 3 subunit C,8,-0.01,-0.19,-0.18,-0.43
LOC726711,ribonuclease H2 subunit C,6,-0.14,-0.09,-0.51,-0.08
LOC107965085,bladder cancer-associated protein,6,0.2,-0.36,-0.47,-0.2
LOC113218809,diuretic hormone class 2,8,0.2,-0.12,0.31,0.43
LOC413976,derlin-2,8,0.22,-0.33,-0.17,-0.54
LOC102656008,nuclear receptor subfamily 2 group E member 1,8,-0.02,0.15,-0.08,0.77
LOC552371,ATP-binding cassette sub-family G member 4,8,0.25,0.07,0.24,0.26
LOC413688,DNA-directed RNA polymerase III subunit RPC5,8,-0.05,-0.2,-0.09,-0.48
LOC552662,non-canonical poly(A) RNA polymerase PAPD5-like,8,0.25,-0.41,-0.14,-0.52
LOC551338,uncharacterized LOC551338,8,0.1,0.26,0.12,0.34
LOC100576826,LHFPL tetraspan subfamily member 5 protein,8,-0.04,0.12,0.29,0.45
LOC724415,dynamin-binding protein,8,0.17,-0.16,-0.12,-0.7
LOC411581,phosphopantothenate--cysteine ligase,6,-0.15,-0.15,-0.32,-0.19
LOC410155,histone-lysine N-methyltransferase setd3,8,0.12,-0.23,-0.06,-0.64
LOC412442,retinol dehydrogenase 13,6,-0.14,-0.19,-0.31,-0.18
LOC411972,CTD small phosphatase-like protein 2,8,0.04,-0.08,-0.14,-0.63
LOC726184,uncharacterized LOC726184,8,0.1,0.15,0.2,0.36
LOC102654365,"glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",8,-0.13,-0.09,-0.24,-0.35
LOC725187,putative fatty acyl-CoA reductase CG8306-like,8,-0.11,-0.17,-0.26,-0.27
LOC551226,WD repeat-containing protein 61,"6, 8",-0.12,-0.17,-0.3,-0.22
LOC113218850,alpha-endosulfine,6,-0.16,-0.2,-0.31,-0.15
LOC408511,protein preli-like,8,-0.1,-0.14,-0.23,-0.34
LOC412326,uncharacterized LOC412326,8,0,-0.26,-0.17,-0.39
LOC552468,MATH and LRR domain-containing protein PFE0570w-like,8,0.23,-0.18,-0.06,-0.8
LOC551519,uncharacterized LOC551519,8,-0.07,-0.21,-0.06,-0.46
LOC413451,rho GTPase-activating protein gacF,8,-0.11,-0.21,-0.05,-0.45
LOC727300,low molecular weight phosphotyrosine protein phosphatase,6,-0.14,-0.11,-0.4,-0.16
LOC412784,mitochondrial intermediate peptidase,8,-0.09,-0.13,-0.21,-0.38
LOC552006,uncharacterized protein DDB_G0287625,"4, 6, 8",0.02,-0.26,-0.35,-0.22
LOC410545,CLIP-associating protein 1-A,4,0.2,0.34,0.23,0.03
LOC551540,replication factor C subunit 2,6,-0.12,-0.01,-0.45,-0.23
LOC412064,probable U2 small nuclear ribonucleoprotein A',8,-0.2,-0.08,-0.23,-0.29
LOC552313,sterol O-acyltransferase 1,"6, 8",0.11,0.04,-0.3,-0.65
LOC100576770,serine hydrolase-like protein 2,8,-0.06,0.15,0.25,0.46
LOC408710,"KH domain-containing, RNA-binding, signal transduction-associated protein 2",4,0.13,0.34,0.25,0.09
LOC100578600,uncharacterized LOC100578600,8,-0,0.22,0.08,0.51
LOC725813,uncharacterized LOC725813,8,-0.03,0.11,0.31,0.42
LOC100576296,xaa-Pro aminopeptidase 3,8,-0.04,-0.2,-0.22,-0.34
LOC725934,replication protein A 70 kDa DNA-binding subunit,8,-0.15,-0.15,-0.22,-0.29
LOC413868,60S ribosomal protein L10a,8,-0.18,0.3,0.24,0.44
LOC411596,pachytene checkpoint protein 2 homolog,6,-0.17,-0.19,-0.35,-0.09
LOC552202,monocarboxylate transporter 9,8,0.28,0.36,-0.47,-0.96
LOC100577418,uncharacterized LOC100577418,8,0.09,-0.24,-0.2,-0.46
LOC409887,transcription factor Dp-1,6,-0.1,-0.34,-0.32,-0.05
LOC413425,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,8,0.15,-0.23,-0.04,-0.68
LOC551666,double-stranded RNA-binding protein Staufen homolog 2,6,0.13,0.18,0.34,0.15
LOC100577122,cellular tumor antigen p53,6,-0.05,-0.22,-0.36,-0.17
LOC552628,"39S ribosomal protein L18, mitochondrial",6,-0.18,-0.21,-0.35,-0.05
LOC726782,PEST proteolytic signal-containing nuclear protein,6,-0.12,-0.18,-0.32,-0.17
LOC413126,serine/threonine-protein kinase Tao,8,0.06,-0.28,0.05,-0.62
LOC409861,nucleoside diphosphate kinase,8,-0.01,0.18,0.03,0.6
LOC409119,REST corepressor 3,"4, 8",-0.06,-0.24,-0.14,-0.35
LOC412232,dipeptidyl peptidase 3,8,-0.14,-0.17,-0.21,-0.28
LOC410045,serine/threonine-protein phosphatase 4 regulatory subunit 4,4,-0.07,0.41,0.25,0.2
LOC552211,protein THEM6,8,-0.02,0.24,0.08,0.49
LOC408866,uncharacterized aarF domain-containing protein kinase 1,8,-0.07,-0.15,-0.25,-0.32
LOC410387,conserved oligomeric Golgi complex subunit 3,8,0.05,-0.21,-0.11,-0.53
LOC412690,probable palmitoyltransferase Zdhhc6,6,-0.16,-0.17,-0.38,-0.09
LOC726816,ruvB-like 2,8,-0.09,-0.13,-0.27,-0.29
LOC724924,protein FAM117B,8,0.21,-0.29,-0.18,-0.52
LOC724659,ribonuclease P protein subunit rpr2,6,-0.21,-0.19,-0.37,-0.03
LOC725201,"39S ribosomal protein L21, mitochondrial",8,-0.18,-0.09,-0.22,-0.29
LOC113219187,uncharacterized LOC113219187,8,-0.01,-0.02,0.2,0.63
LOC410073,cell division control protein 45 homolog,8,-0.02,-0.2,-0.26,-0.32
LOC413666,peroxisome biogenesis factor 1,8,-0.01,0.12,0.29,0.39
LOC102655284,serine--tRNA ligase,8,-0.11,-0.17,-0.22,-0.29
LOC551919,leupaxin,8,0.06,0.22,0.19,0.32
LOC411812,serine/threonine-protein kinase Doa,8,0.23,0.19,0.13,0.25
LOC409860,GPI ethanolamine phosphate transferase 3,8,-0.04,-0.18,-0.16,-0.41
LOC413011,"serine--tRNA ligase, cytoplasmic",8,-0.06,-0.2,-0.14,-0.39
LOC413494,protein VAC14 homolog,8,0.21,-0.2,-0.12,-0.67
LOC551903,DNA replication licensing factor Mcm5,"6, 8",-0.09,-0.11,-0.32,-0.27
LOC411707,"probable glutamate--tRNA ligase, mitochondrial",8,-0.08,-0.13,-0.23,-0.34
LOC552673,alpha- and gamma-adaptin-binding protein p34,6,-0.16,-0.15,-0.29,-0.19
LOC413118,neuroblastoma-amplified sequence,8,0.08,-0.26,-0.02,-0.59
LOC412190,probable ATP-dependent RNA helicase DDX47,8,-0.11,-0.13,-0.19,-0.36
LOC410023,"persulfide dioxygenase ETHE1, mitochondrial",8,-0.06,0.11,0.17,0.57
LOC113218590,low molecular weight phosphotyrosine protein phosphatase-like,6,-0.16,-0.22,-0.34,-0.07
LOC102653601,zinc finger protein 85,8,0.09,-0.25,-0.12,-0.5
LOC413627,uncharacterized LOC413627,6,-0.14,-0.13,-0.34,-0.17
LOC727447,nuclear pore complex protein Nup153,8,0.18,-0.33,-0.09,-0.55
LOC551435,protein disulfide-isomerase,8,-0.02,-0.23,-0.16,-0.37
LOC726013,40S ribosomal protein S20,8,-0.1,0.25,0.14,0.49
LOC411122,splicing factor 1,8,0.24,-0.4,-0.08,-0.55
LOC409447,DNA repair and recombination protein RAD54-like,8,-0.14,-0.12,-0.2,-0.32
LOC726544,serine/threonine-protein phosphatase 4 regulatory subunit 1,4,0.09,0.38,0.23,0.08
LOC408965,glutamate receptor-interacting protein 1,8,-0.01,0.18,0.06,0.56
LOC552065,integrator complex subunit 14,"4, 6, 8",-0.04,-0.19,-0.29,-0.27
LOC726268,uncharacterized LOC726268,8,0.06,0.19,0.18,0.36
LOC412200,"threonine--tRNA ligase, cytoplasmic","4, 6, 8",-0.01,-0.26,-0.28,-0.23
LOC410042,glyoxylate reductase/hydroxypyruvate reductase,6,0.06,-0.27,-0.36,-0.21
LOC102655617,ribonuclease P protein subunit p20,6,-0.08,-0.11,-0.44,-0.15
LOC413439,single-strand selective monofunctional uracil DNA glycosylase,8,-0.13,0.01,-0.33,-0.33
LOC550865,protogenin-like,8,0.14,-0.22,-0.05,-0.66
LOC551584,"probable 28S ribosomal protein S6, mitochondrial",6,-0.27,-0.05,-0.38,-0.08
LOC552508,kinesin 6A,8,-0.11,-0,-0.17,-0.5
LOC413398,"39S ribosomal protein L32, mitochondrial",6,-0.19,-0.04,-0.41,-0.13
LOC413708,delta-aminolevulinic acid dehydratase,6,-0.13,-0.13,-0.43,-0.09
MARCH6,membrane-associated ring finger (C3HC4) 6,8,0.27,-0.35,-0.15,-0.55
LOC409168,26S proteasome non-ATPase regulatory subunit 13,"6, 8",-0,-0.19,-0.26,-0.33
LOC408589,macro domain-containing protein CT2219,8,-0.09,0.26,0.16,0.45
LOC413539,insulin-degrading enzyme,8,-0.05,-0.17,-0.16,-0.4
LOC727375,ankyrin repeat and MYND domain-containing protein 2,"6, 8",0.01,-0.2,-0.27,-0.32
LOC409474,laminin subunit gamma-1,8,0.07,-0.16,-0.07,-0.62
LOC412010,general transcription factor IIH subunit 4,8,-0.05,-0.15,-0.28,-0.3
LOC102653702,transcription initiation factor TFIID subunit 13,"6, 8",-0,-0.17,-0.38,-0.22
LOC551726,inositol-tetrakisphosphate 1-kinase,8,-0.01,-0.18,-0.21,-0.38
LOC100577739,telomere-associated protein RIF1-like,8,0.29,-0.12,-0.11,-0.84
LOC551235,ATP-binding cassette sub-family E member 1,"4, 6",0.05,-0.33,-0.33,-0.17
LOC724303,AP-1 complex subunit sigma-2,4,0.1,-0.49,-0.25,-0.14
LOC725069,peptide transporter family 1,"4, 8",0.05,-0.34,-0.09,-0.39
LOC102655030,glucose-induced degradation protein 4 homolog,8,0.11,-0.22,-0.28,-0.38
LOC408871,sorbitol dehydrogenase,8,-0.06,0.04,0.23,0.56
LOC410331,transcription elongation factor SPT6-like,8,0.26,-0.22,-0.11,-0.7
LOC552053,protein N-lysine methyltransferase FAM173B,6,-0.13,-0.12,-0.31,-0.21
LOC100577735,peptidyl-prolyl cis-trans isomerase sig-7-like,8,-0.11,-0.06,-0.12,-0.47
LOC100578071,DNA polymerase zeta catalytic subunit,8,-0.02,-0.29,-0.05,-0.41
LOC411774,protein SMG9,6,-0.18,-0.16,-0.32,-0.11
LOC413081,F-box/WD repeat-containing protein 7,8,0.16,-0.25,-0.1,-0.58
LOC552527,cell division cycle 5-like protein,8,-0.06,-0.11,-0.12,-0.48
LOC551216,protein pelota,6,-0.18,-0.12,-0.34,-0.13
LOC410530,alkaline phosphatase,8,0.05,0.2,0.2,0.32
LOC413583,uncharacterized LOC413583,6,0.05,0.19,0.49,0.04
LOC551749,LARGE xylosyl- and glucuronyltransferase 1,8,0.04,0.26,0.11,0.36
LOC551841,"probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","4, 8",0.06,-0.32,-0.22,-0.28
LOC100576530,uncharacterized LOC100576530,8,-0.26,0.2,0.26,0.57
LOC412913,Golgi SNAP receptor complex member 2,6,-0.18,-0.24,-0.38,0.04
LOC409986,peroxisomal multifunctional enzyme type 2,8,0.07,-0.19,-0.11,-0.53
LOC551999,kinesin-associated protein 3,"4, 8",-0.1,-0.22,-0.17,-0.27
LOC551479,40S ribosomal protein S21,8,-0.08,0.23,0.06,0.57
LOC102656074,reticulon-1-A,8,0.04,-0.19,-0.06,-0.56
LOC550656,splicing factor U2AF 50 kDa subunit,"6, 8",0.02,-0.13,-0.38,-0.27
LOC412341,alpha-methylacyl-CoA racemase,"6, 8",-0.08,-0.18,-0.31,-0.2
LOC100577574,leucine-rich repeat-containing protein 4C,8,-0.03,-0.12,-0.17,-0.44
LOC411612,protein virilizer,8,-0.03,-0.18,-0.09,-0.46
LOC552764,eukaryotic translation initiation factor 2A,8,0.09,-0.24,-0.19,-0.42
Ancr-1,AncR-1 non-coding nuclear RNA,6,-0.16,0.35,0.34,0.23
LOC408752,DNA ligase 1,8,-0.12,-0.09,-0.17,-0.39
LOC410664,protein arginine N-methyltransferase 5,"4, 6",0.03,-0.27,-0.36,-0.16
LOC551174,E3 SUMO-protein ligase PIAS3,8,-0.01,-0.17,-0.17,-0.42
LOC408413,26S proteasome non-ATPase regulatory subunit 7,8,-0.01,-0.16,-0.19,-0.4
LOC552675,myoneurin,8,-0.03,-0.13,-0.24,-0.37
LOC413916,transmembrane protein 64,8,0.15,-0.32,-0.18,-0.41
LOC410244,uncharacterized LOC410244,8,-0.03,-0.24,-0.22,-0.27
LOC413739,synaptic vesicle glycoprotein 2C,8,0.33,-0.14,-0.3,-0.64
LOC726400,forkhead box protein I1-ema,8,-0.14,0.15,0.25,0.5
LOC411820,dual specificity protein phosphatase Mpk3,8,0.17,-0.18,-0.02,-0.73
LOC100578235,DNA-directed RNA polymerase I subunit RPA12,6,-0.11,-0.26,-0.38,-0
LOC113219042,uncharacterized LOC113219042,8,0.17,-0.25,-0.07,-0.61
LOC102656130,uncharacterized LOC102656130,8,-0.04,0.15,0.2,0.44
LOC551785,6-phosphogluconolactonase,6,-0.05,-0.2,-0.36,-0.14
LOC724742,probable methyltransferase-like protein 15 homolog,8,-0.16,-0.14,-0.19,-0.26
LOC100576817,zinc finger and BTB domain-containing protein 41,8,0.2,-0.24,-0.1,-0.6
LOC412935,coiled-coil domain-containing protein 47,8,0.07,-0.2,-0.05,-0.57
LOC411735,nuclear pore complex protein Nup133,8,-0.04,-0.14,-0.24,-0.34
LOC100576850,RNA 3'-terminal phosphate cyclase-like protein,6,-0.12,-0.21,-0.4,-0.02
