Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC412247,"rRNA methyltransferase 2, mitochondrial",0 vs 8,-0.04,0.11,-0.04,0.03,0.15,0,0.07,-0.14,-0.08,0.27
LOC551624,TOX high mobility group box family member 3,0 vs 8,0.42,0.36,0.38,0.3,-0.06,-0.05,-0.13,0.01,-0.07,-0.13
LOC411685,ATP-binding cassette sub-family D member 1,0 vs 8,-0.11,-0.11,-0.51,-0.29,-0,-0.39,-0.18,-0.39,-0.18,0.41
LOC552379,TBC1 domain family member 15,0 vs 8,0.19,0.22,0.24,0.29,0.03,0.05,0.1,0.02,0.07,-0.14
LOC408520,upstream activation factor subunit spp27,0 vs 8,-0.17,-0.29,-0.36,-0.39,-0.11,-0.19,-0.21,-0.08,-0.1,0.25
LOC100576662,uncharacterized LOC100576662,0 vs 8,0.45,0.83,1.36,1.36,0.39,0.91,0.91,0.53,0.52,-0.96
LOC552008,protein ABHD18,0 vs 8,0.14,0.1,0.16,0.18,-0.04,0.01,0.04,0.05,0.08,0.06
LOC113218521,zinc finger protein Noc-like,0 vs 8,-0.07,-0,-0.08,-0.09,0.06,-0.02,-0.03,-0.08,-0.09,0.06
LOC409006,arrestin red cell,0 vs 8,-0,0.23,-0.03,-0.24,0.23,-0.02,-0.24,-0.25,-0.47,-0.17
LOC410951,RNA binding protein fox-1 homolog 2,0 vs 8,-0.24,-0.21,-0.75,-0.86,0.03,-0.5,-0.62,-0.53,-0.65,0.67
nAChRa3,nicotinic acetylcholine receptor alpha3 subunit,0 vs 8,-0.23,-0.31,-0.31,-0.5,-0.08,-0.08,-0.27,0,-0.19,0.06
LOC724776,uncharacterized LOC724776,0 vs 8,0.47,0.14,0.92,2.11,-0.33,0.46,1.64,0.79,1.97,-0.86
LOC724860,"probable cytochrome P450 301a1, mitochondrial",0 vs 8,0.06,-0.03,0.22,0.33,-0.09,0.16,0.27,0.25,0.36,-0.06
LOC412865,collagen alpha-2(IX) chain,0 vs 8,0.07,0.03,-0.17,-0.2,-0.03,-0.23,-0.27,-0.2,-0.23,0.07
LOC411837,putative deoxyribonuclease TATDN1,0 vs 8,0.04,-0.06,-0.08,0.01,-0.09,-0.11,-0.03,-0.02,0.07,0.2
LOC409818,sodium/calcium exchanger 3,0 vs 8,-0.11,0.01,-0.24,-0.42,0.12,-0.14,-0.32,-0.26,-0.44,0.01
LOC551465,"homogentisate 1,2-dioxygenase",0 vs 8,0.01,0.36,0.28,0.47,0.35,0.27,0.47,-0.08,0.11,-0.28
LOC100576736,uncharacterized LOC100576736,0 vs 8,0.23,-0.06,-0.11,0.12,-0.3,-0.34,-0.11,-0.05,0.18,-0.09
LOC410705,synaptic vesicle glycoprotein 2C,0 vs 8,0.73,0.92,0.94,1.35,0.19,0.21,0.62,0.02,0.43,-0.48
LOC551803,homeotic protein spalt-major,0 vs 8,-0.27,-0.15,-0.35,-0.55,0.12,-0.08,-0.28,-0.21,-0.41,0.06
LOC412837,ribonuclease H2 subunit A,0 vs 8,-0.04,-0.14,-0.25,-0.36,-0.09,-0.21,-0.32,-0.11,-0.22,0.19
LOC726175,nuclear protein 1,0 vs 8,0.12,0.32,0.45,0.56,0.2,0.32,0.44,0.13,0.24,-0.33
LOC725500,laccase,0 vs 8,0.45,0.63,1.37,1.79,0.18,0.92,1.34,0.74,1.16,-1.07
LOC412878,DNA N6-methyl adenine demethylase,0 vs 8,-0.05,0.25,-0.22,-0.5,0.3,-0.17,-0.45,-0.47,-0.75,0.05
LOC411295,V-type proton ATPase subunit D 1,0 vs 8,-0.05,-0.06,0.06,0.17,-0.02,0.11,0.22,0.12,0.24,-0
LOC102653708,uncharacterized LOC102653708,2 vs 8,0.14,-0.31,-0.4,-0.28,-0.45,-0.54,-0.42,-0.1,0.03,0.75
LOC411732,trimeric intracellular cation channel type 1B.1,2 vs 8,-0.17,-0.02,0.23,0.2,0.15,0.4,0.37,0.25,0.22,-0.56
LOC408417,CTD nuclear envelope phosphatase 1 homolog,2 vs 8,0.1,0.01,-0.04,-0.06,-0.09,-0.15,-0.16,-0.05,-0.07,-0.18
LOC726121,golgin subfamily A member 6-like protein 22,2 vs 8,0.3,0.41,0.31,0.38,0.11,0,0.07,-0.11,-0.04,0.22
LOC412735,decaprenyl-diphosphate synthase subunit 1,2 vs 8,-0.5,-0.51,0.04,-0.12,-0.01,0.54,0.39,0.55,0.39,-0.65
LOC100577140,UDP-glucuronosyltransferase 2B19,2 vs 8,-0.08,-0.05,0.18,-0.06,0.03,0.26,0.02,0.23,-0.01,-0.36
LOC727642,dnaJ homolog subfamily B member 13-like,2 vs 8,0.36,0.31,0.02,-0.08,-0.05,-0.34,-0.44,-0.29,-0.39,0.35
Cry2,cryptochrome 2,2 vs 8,-0.05,0.36,0.73,0.46,0.41,0.78,0.51,0.36,0.09,-1
LOC413285,zinc finger CCHC domain-containing protein 24,2 vs 8,-0,-0.01,-0.06,0.17,-0.01,-0.06,0.18,-0.05,0.19,-0.32
LOC724252,homeotic protein deformed,2 vs 8,0.37,0.2,-0.11,-0.83,-0.16,-0.48,-1.2,-0.31,-1.03,0.39
LOC100577978,uncharacterized LOC100577978,2 vs 8,0.52,0.26,0.06,-0.11,-0.26,-0.46,-0.63,-0.2,-0.37,0.59
LOC725159,probable cytochrome P450 6a14,2 vs 8,-0.36,-0.91,-0.18,-0.59,-0.55,0.18,-0.22,0.73,0.33,-0.62
LOC411633,UDP-glucose 4-epimerase,2 vs 8,-0.24,-0.26,0.08,0.3,-0.02,0.33,0.54,0.34,0.56,-0.32
LOC107965854,uncharacterized LOC107965854,2 vs 8,0.07,0.06,-0.19,-0.07,-0.01,-0.27,-0.15,-0.26,-0.14,0.65
LOC102653600,uncharacterized LOC102653600,2 vs 8,0.02,-0.03,-0.41,0.06,-0.05,-0.44,0.04,-0.39,0.08,0.88
LOC100576333,nucleoredoxin,2 vs 8,0.47,0.4,0.13,0.12,-0.07,-0.34,-0.35,-0.28,-0.29,0.15
LOC411452,band 4.1-like protein 4A,2 vs 8,0.4,0.61,0.22,0.21,0.21,-0.19,-0.19,-0.4,-0.4,0.16
LOC100577069,hairy/enhancer-of-split related with YRPW motif protein,2 vs 8,0.34,0.19,-0.2,-0.19,-0.15,-0.54,-0.54,-0.39,-0.38,0.53
LOC100578547,uncharacterized LOC100578547,2 vs 8,0.09,-0.6,-0.3,-0.55,-0.69,-0.39,-0.63,0.3,0.05,0.51
Gat-1B,GABA neurotransmitter transporter-1B,2 vs 8,0.04,-0.02,-0.23,-0.03,-0.06,-0.26,-0.07,-0.21,-0.01,0.35
LOC413441,dnaJ homolog subfamily C member 3,2 vs 8,-0.13,-0.26,-0.36,-0.41,-0.14,-0.23,-0.28,-0.1,-0.14,0.14
LOC100577819,uncharacterized LOC100577819,2 vs 8,0.2,0.09,-1.15,-1.43,-0.11,-1.35,-1.63,-1.24,-1.51,1.82
LOC100577681,protein asteroid,2 vs 8,-0.13,-0.24,-0.23,-0.33,-0.11,-0.1,-0.2,0.01,-0.09,-0.3
LOC410662,lachesin,2 vs 8,0.2,0.29,0,0.16,0.09,-0.19,-0.04,-0.28,-0.13,0.26
LOC102655685,uncharacterized LOC102655685,2 vs 8,0.61,0.49,0.09,0.21,-0.12,-0.52,-0.4,-0.4,-0.28,0.5
LOC412034,DNA helicase MCM8,2 vs 8,0.04,0.05,0.05,0.03,0.01,0,-0.01,-0.01,-0.02,0.21
LOC100576326,phenoloxidase-activating factor 2,2 vs 8,0.14,0.35,0.14,0.16,0.21,0,0.02,-0.21,-0.19,0.08
LOC725149,GPI ethanolamine phosphate transferase 2,2 vs 8,-0.33,-0.15,-0.08,0.03,0.18,0.24,0.36,0.07,0.18,-0.31
LOC411955,uncharacterized LOC411955,2 vs 8,-0.35,-0.27,-0.07,-0.16,0.07,0.27,0.18,0.2,0.11,-0.4
LOC113218927,uncharacterized LOC113218927,2 vs 8,0.26,0.36,0.37,0.51,0.1,0.11,0.25,0.02,0.16,-0.08
LOC102656896,uncharacterized LOC102656896,2 vs 8,0.17,-0,-0.49,0.03,-0.17,-0.66,-0.14,-0.49,0.03,1.22
LOC100577073,pigment-dispersing hormone peptides,2 vs 8,0.02,0.07,-0.04,-0.11,0.05,-0.06,-0.13,-0.11,-0.18,0.38
LOC100577841,carbonic anhydrase 7,2 vs 8,0.86,0.46,0.5,0.38,-0.4,-0.36,-0.47,0.04,-0.07,0.37
LOC107965415,uncharacterized LOC107965415,2 vs 8,0.38,0.23,0.02,0.24,-0.15,-0.36,-0.14,-0.21,0.01,0.21
LOC102654200,uncharacterized LOC102654200,2 vs 8,0.55,0.46,0.12,0.36,-0.09,-0.43,-0.19,-0.35,-0.1,0.42
LOC100577348,uncharacterized LOC100577348,2 vs 8,0.47,0.42,0.14,0.12,-0.05,-0.32,-0.34,-0.28,-0.3,0.33
LOC408945,sorting nexin-27,2 vs 8,0.07,0.33,0.11,-0.01,0.26,0.03,-0.08,-0.22,-0.34,0.04
LOC551619,transmembrane protein 8B,2 vs 8,-0.08,-0.12,0.06,0.06,-0.04,0.14,0.14,0.18,0.18,-0.3
LOC410609,disintegrin and metalloproteinase domain-containing protein 10-like,2 vs 8,0.38,0.18,-0.04,-0.01,-0.21,-0.42,-0.4,-0.22,-0.19,0.25
LOC409923,leishmanolysin-like peptidase,2 vs 8,-0.02,-0.14,0.2,0.17,-0.13,0.22,0.19,0.35,0.31,-0.41
LOC100577542,uncharacterized LOC100577542,2 vs 8,0.28,0.19,0.43,0.41,-0.09,0.14,0.13,0.24,0.22,0.13
LOC724361,GPI inositol-deacylase,2 vs 8,-0.28,-0.31,-0.21,-0.02,-0.03,0.07,0.26,0.09,0.29,-0.04
LOC551891,molybdenum cofactor biosynthesis protein 1,2 vs 8,-0.09,-0.17,0.09,0.16,-0.08,0.18,0.25,0.26,0.33,-0.21
LOC102655072,microtubule-associated protein futsch-like,2 vs 8,-0.2,-0.24,0.05,0.05,-0.03,0.25,0.25,0.29,0.29,-0.53
LOC107964093,uncharacterized LOC107964093,2 vs 8,0.61,0.95,0.61,0.42,0.34,-0,-0.2,-0.34,-0.54,0.01
LOC411189,L-lactate dehydrogenase A-like 6A,2 vs 8,0.59,0.93,0.67,0.78,0.34,0.07,0.19,-0.26,-0.15,0.18
LOC408788,UDP-glucuronosyltransferase 1-3,2 vs 8,0.41,0.26,0.32,0.38,-0.15,-0.09,-0.03,0.06,0.12,-0.07
LOC100576986,uncharacterized LOC100576986,2 vs 8,0.31,0.27,0.06,0.33,-0.05,-0.26,0.01,-0.21,0.06,0.22
LOC551721,V-type proton ATPase subunit B,2 vs 8,-0.11,-0.31,-0.17,-0.1,-0.2,-0.06,0.01,0.14,0.21,0.08
LOC726793,uncharacterized LOC726793,2 vs 8,-0.12,0.06,-0.41,-0.29,0.18,-0.29,-0.17,-0.46,-0.34,0.62
LOC551549,transmembrane 9 superfamily member 3,2 vs 8,-0.01,-0,-0.04,-0.01,0,-0.04,-0,-0.04,-0.01,-0.1
LOC408620,RNA-binding protein 42,2 vs 8,0.27,0.15,0,-0.08,-0.12,-0.27,-0.35,-0.15,-0.23,0.25
LOC727308,ephrin-B2,2 vs 8,0.18,0.13,0.19,0.1,-0.06,0,-0.08,0.06,-0.03,-0.01
LOC552016,mitochondrial 2-oxoglutarate/malate carrier protein,2 vs 8,-0.17,-0.24,-0.02,0.19,-0.07,0.15,0.36,0.23,0.44,-0.23
LOC102653655,mucin-19,2 vs 8,0.27,-0.38,0.46,0.87,-0.65,0.19,0.6,0.84,1.26,-0.89
LOC410347,protein big brother,2 vs 8,0.4,0.43,0.21,0.27,0.03,-0.19,-0.14,-0.22,-0.17,0.15
LOC408874,uncharacterized LOC408874,2 vs 8,0.19,0.3,0.13,0.03,0.12,-0.05,-0.16,-0.17,-0.28,0.08
LOC100577409,solute carrier organic anion transporter family member 3A1,2 vs 8,-0.04,0.24,0.4,0.46,0.28,0.44,0.5,0.16,0.22,-0.58
LOC408754,TNF receptor-associated factor 4,2 vs 8,0.11,-0.04,-0.46,-0.37,-0.16,-0.57,-0.48,-0.42,-0.33,0.66
LOC724440,calcium-transporting ATPase type 2C member 1,2 vs 8,0.01,-0.07,-0.11,-0.11,-0.08,-0.13,-0.13,-0.04,-0.04,-0.09
LOC725365,probable phosphatase phospho2,2 vs 8,-0.22,-0.28,-0.04,0.22,-0.06,0.18,0.44,0.24,0.5,-0.04
LOC724927,importin-5,2 vs 8,-0.36,-0.47,-0.49,-0.49,-0.12,-0.13,-0.13,-0.02,-0.02,0.12
LOC412687,beclin 1-associated autophagy-related key regulator,2 vs 8,-0.18,-0.1,-0.05,0.05,0.09,0.14,0.23,0.05,0.15,-0.22
LOC100577912,uncharacterized protein C15orf61 homolog,2 vs 8,0.28,0.52,0.42,0.27,0.24,0.14,-0.01,-0.1,-0.25,0.07
LOC726282,uncharacterized LOC726282,2 vs 8,0.41,0.3,0.18,0.2,-0.11,-0.23,-0.21,-0.12,-0.09,0.1
LOC410406,zinc metalloproteinase nas-13,2 vs 8,0.12,0.34,0.14,0.21,0.22,0.03,0.1,-0.19,-0.12,0.4
LOC726790,uncharacterized LOC726790,2 vs 8,0.48,0.4,0.18,0.1,-0.08,-0.29,-0.38,-0.21,-0.29,0.2
LOC100576116,protein inscuteable homolog,2 vs 8,0.13,0.26,-0.09,-0.25,0.14,-0.22,-0.38,-0.36,-0.51,0.21
LOC102655009,elongation of very long chain fatty acids protein AAEL008004,2 vs 8,0.05,-0.2,0.09,-0.06,-0.24,0.04,-0.11,0.28,0.13,-0.27
LOC412079,uncharacterized LOC412079,2 vs 8,-0.19,-0.07,-0.1,-0.16,0.12,0.09,0.03,-0.03,-0.09,-0.15
LOC102653894,uncharacterized LOC102653894,2 vs 8,0.29,0.64,0.49,0.51,0.35,0.2,0.22,-0.14,-0.13,-0.23
LOC725616,allatostatin C,2 vs 8,0.23,0.16,0.05,0.17,-0.07,-0.19,-0.06,-0.12,0.01,0.24
LOC102656552,hypertrehalosaemic prohormone,2 vs 8,-0.1,-0.3,-0.51,-0.33,-0.2,-0.41,-0.23,-0.21,-0.03,0.7
LOC113218559,"solute carrier family 52, riboflavin transporter, member 3-A-like",2 vs 8,-0.27,-0.38,-0.29,-0.22,-0.11,-0.02,0.06,0.09,0.17,-0.25
LOC410754,post-GPI attachment to proteins factor 2-like,2 vs 8,-0.34,-0.67,-0.65,-0.7,-0.33,-0.31,-0.36,0.02,-0.03,0.03
LOC411903,dyslexia-associated protein KIAA0319,2 vs 8,-0.08,0.02,0.1,0.12,0.1,0.18,0.2,0.08,0.1,-0.19
LOC551993,uncharacterized LOC551993,2 vs 8,-0.07,0.09,0.35,0.27,0.16,0.42,0.33,0.26,0.17,-0.48
LOC100578669,uncharacterized LOC100578669,2 vs 8,0.42,0.41,0.11,0.09,-0.01,-0.31,-0.33,-0.3,-0.32,0.15
LOC725397,probable E3 ubiquitin-protein ligase makorin-1,2 vs 8,-0.15,-0.21,-0.23,-0.25,-0.06,-0.08,-0.1,-0.02,-0.04,-0.13
LOC107965409,uncharacterized LOC107965409,2 vs 8,0.34,-0.03,-0.15,-0.15,-0.38,-0.5,-0.5,-0.12,-0.12,0.67
LOC100576531,RNA pseudouridylate synthase domain-containing protein 1-like,2 vs 8,-0.17,-0.01,-0.35,-0.02,0.16,-0.19,0.15,-0.34,-0.01,0.63
LOC100578928,calcium and integrin-binding protein 1,2 vs 8,0.92,0.84,0.93,0.73,-0.08,0.01,-0.2,0.09,-0.12,-0.46
LOC113219401,uncharacterized LOC113219401,2 vs 8,0.15,-0.18,-0.19,-0.14,-0.33,-0.34,-0.29,-0.01,0.04,0.69
LOC551535,ero1-like protein,2 vs 8,0.04,-0.11,-0.14,-0.1,-0.15,-0.18,-0.15,-0.03,0.01,-0.04
LOC724336,tRNA dimethylallyltransferase,2 vs 8,0.12,0.3,0.24,0.3,0.18,0.12,0.17,-0.06,-0.01,0.02
LOC552267,zinc finger CCCH domain-containing protein 10,2 vs 8,-0.12,-0.12,-0.25,-0.26,-0,-0.13,-0.14,-0.13,-0.14,-0.02
LOC102656439,adenosine deaminase 2,2 vs 8,-0.11,-0.26,0.22,0.06,-0.15,0.33,0.17,0.48,0.32,-0.41
LOC726124,segmentation protein Runt,2 vs 8,0.25,0.25,0.01,0.09,0,-0.24,-0.16,-0.24,-0.16,0.22
Ac3,adenylate cyclase 3,2 vs 8,0.42,0.3,0.31,0.18,-0.12,-0.11,-0.23,0.01,-0.12,0.09
LOC408531,PRADC1-like protein,2 vs 8,-0.09,-0.11,-0.15,-0.16,-0.02,-0.07,-0.08,-0.05,-0.06,0.01
LOC408729,uncharacterized LOC408729,2 vs 8,-0.09,0.09,-0.6,-0.45,0.18,-0.52,-0.37,-0.7,-0.55,0.91
LOC724890,laccase-1,2 vs 8,0.15,-0.02,0.32,0.19,-0.17,0.17,0.04,0.34,0.21,-0.79
LOC408769,excitatory amino acid transporter,2 vs 8,0.34,0.32,0.15,0.05,-0.02,-0.19,-0.29,-0.17,-0.27,0.11
LOC727085,zinc finger protein 558,2 vs 8,0.06,-0.15,0,0.04,-0.21,-0.05,-0.02,0.15,0.19,0.2
LOC408971,ras-related protein Rab-3,2 vs 8,0.19,0.15,0,-0.07,-0.04,-0.19,-0.26,-0.15,-0.22,0.2
LOC410792,TBC1 domain family member 22B,2 vs 8,0.07,0.06,0.08,0.13,-0.01,0.01,0.06,0.02,0.07,-0.22
LOC413643,N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein,2 vs 8,-0.1,0.01,-0.1,-0.11,0.11,-0,-0.01,-0.11,-0.12,-0.12
LOC411223,esterase FE4,2 vs 8,0.11,0.22,-0.27,-0.28,0.1,-0.39,-0.39,-0.49,-0.5,0.54
LOC413892,ankyrin repeat domain-containing protein 65,2 vs 8,0.49,0.5,0.02,0.26,0.01,-0.47,-0.24,-0.48,-0.25,0.29
LOC413672,hexosaminidase D,2 vs 8,-0.04,-0.2,-0.03,-0.16,-0.17,0.01,-0.12,0.18,0.05,-0.15
LOC408453,cytochrome P450 9e2,2 vs 8,0.93,1.52,1.13,1.55,0.58,0.19,0.62,-0.39,0.04,-0.45
LOC410575,dual specificity mitogen-activated protein kinase kinase 4,2 vs 8,0.01,0.05,-0.04,0.01,0.04,-0.05,-0,-0.09,-0.04,-0.08
LOC551972,"alpha-1,3/1,6-mannosyltransferase ALG2",2 vs 8,-0.14,-0.06,-0.11,-0.06,0.09,0.03,0.08,-0.06,-0.01,-0.03
LOC551958,uncharacterized LOC551958,2 vs 8,-0.02,-0.11,-0.08,-0.06,-0.09,-0.05,-0.04,0.04,0.05,-0.05
LOC409499,UDP-glucose 4-epimerase,2 vs 8,-0.02,-0.04,-0.44,-0.36,-0.02,-0.42,-0.34,-0.4,-0.32,0.57
LOC408903,uncharacterized LOC408903,2 vs 8,0.24,0.25,0.18,0.21,0.02,-0.05,-0.03,-0.07,-0.04,-0.03
LOC552645,mesencephalic astrocyte-derived neurotrophic factor homolog,2 vs 8,-0.22,-0.21,-0.24,-0.23,0,-0.03,-0.02,-0.03,-0.02,0.13
LOC100577163,insulin-like growth factor-binding protein complex acid labile subunit,2 vs 8,0.84,0.28,-0.15,-0.18,-0.55,-0.98,-1.02,-0.43,-0.47,0.8
LOC412972,WD repeat domain phosphoinositide-interacting protein 3,2 vs 8,-0.06,-0.05,-0.04,-0.07,0.02,0.02,-0.01,0.01,-0.03,-0.11
LOC725555,eukaryotic peptide chain release factor subunit 1,2 vs 8,-0.16,-0.07,-0.07,0.03,0.09,0.09,0.19,-0,0.11,-0.14
LOC412929,androgen-induced gene 1 protein,2 vs 8,-0.25,-0.35,-0.35,-0.26,-0.1,-0.1,-0.01,0,0.09,0.1
LOC412503,mitochondrial dicarboxylate carrier,2 vs 8,-0.33,-0.84,-0.57,-0.46,-0.51,-0.23,-0.13,0.27,0.38,-0.03
LOC551941,uncharacterized LOC551941,2 vs 8,-0.22,0.1,0.23,0.32,0.32,0.45,0.55,0.13,0.22,-0.5
LOC551119,pyridoxal phosphate homeostasis protein,2 vs 8,-0.11,-0.03,0.1,0.18,0.09,0.22,0.29,0.13,0.2,-0.23
Blop,blue-sensitive opsin,2 vs 8,0.4,0.11,0.25,0.27,-0.29,-0.16,-0.13,0.14,0.16,0.28
LOC413113,probable serine/threonine-protein kinase samkC,2 vs 8,0.75,-1.47,1.12,3.22,-2.22,0.37,2.47,2.59,4.69,-1.54
LOC113218662,uncharacterized LOC113218662,2 vs 8,0.64,-0.68,1.04,2.82,-1.33,0.4,2.18,1.72,3.51,-1.49
LOC107964222,uncharacterized LOC107964222,2 vs 8,0.35,-0.05,-0.13,-0.04,-0.4,-0.48,-0.39,-0.08,0.01,0.64
LOC725281,"probable malate dehydrogenase, mitochondrial",2 vs 8,0.71,0.64,0.91,0.8,-0.07,0.2,0.09,0.27,0.16,-0.35
LOC410933,serine/threonine-protein kinase S6KL,2 vs 8,0.29,0.19,0,0.03,-0.1,-0.29,-0.26,-0.19,-0.16,0.3
LOC410514,uncharacterized LOC410514,2 vs 8,0.09,0.12,-0.08,-0.25,0.03,-0.16,-0.33,-0.19,-0.36,0.15
LOC100578437,ataxin-7-like protein 1,2 vs 8,0.53,0.68,0.53,0.65,0.15,0,0.12,-0.15,-0.03,0.01
LOC552421,glycogenin-1,2 vs 8,-0.18,-0.28,-0.08,-0.1,-0.1,0.1,0.08,0.2,0.18,-0.14
LOC726407,uncharacterized LOC726407,2 vs 8,0.33,0.35,0.32,0.5,0.01,-0.02,0.17,-0.03,0.16,0.04
LOC107964757,uncharacterized LOC107964757,2 vs 8,-0.06,0.3,0.3,0.23,0.37,0.36,0.29,-0.01,-0.08,0.33
LOC102654520,putative uncharacterized protein DDB_G0282133,2 vs 8,0.13,0.35,0.17,0.14,0.22,0.04,0.01,-0.18,-0.21,0.07
LOC552662,non-canonical poly(A) RNA polymerase PAPD5-like,2 vs 8,-0.06,-0.33,-0.3,-0.36,-0.28,-0.25,-0.3,0.03,-0.02,-0
Qbp-1,Queen brain-selective protein-1,2 vs 8,-0.03,0.19,0.78,0.46,0.22,0.81,0.49,0.59,0.27,-0.39
LOC100576555,cytochrome b561 domain-containing protein 2,2 vs 8,-1.33,0.6,1.59,1.99,1.94,2.93,3.33,0.99,1.39,-2.68
LOC100577974,uncharacterized LOC100577974,2 vs 8,0.23,0.41,0.18,0.26,0.18,-0.04,0.04,-0.23,-0.15,0.35
LOC724358,neuroligin 1,2 vs 8,0.16,0.08,-0.16,-0.11,-0.07,-0.31,-0.26,-0.24,-0.19,0.31
LOC107964975,uncharacterized LOC107964975,2 vs 8,0.38,-0.42,1.51,3.16,-0.8,1.12,2.77,1.92,3.57,-1.87
LOC552435,ER degradation-enhancing alpha-mannosidase-like protein 3,2 vs 8,-0.25,-0.1,-0.23,-0.4,0.15,0.02,-0.15,-0.13,-0.3,-0.2
LOC409695,uncharacterized LOC409695,2 vs 8,-0.22,-0.24,0.03,-0.2,-0.02,0.25,0.02,0.27,0.04,-0.41
LOC412114,ubiquitin carboxyl-terminal hydrolase 35,2 vs 8,-0.22,-0.28,-0.27,-0.26,-0.06,-0.05,-0.04,0.02,0.03,-0.13
LOC411738,lutropin-choriogonadotropic hormone receptor,2 vs 8,0.26,0.21,0.7,1.1,-0.05,0.44,0.84,0.49,0.89,-0.88
LOC411182,ubiquitin-protein ligase E3A,2 vs 8,0.08,0,0.02,-0.15,-0.08,-0.06,-0.23,0.02,-0.16,-0.09
LOC100577667,WAS/WASL-interacting protein family member 3,2 vs 8,0.16,-0.23,0.16,0.32,-0.39,0,0.16,0.39,0.55,0.27
LOC410492,cytochrome P450 9e2,2 vs 8,0.36,0.78,0.08,0.19,0.42,-0.28,-0.16,-0.7,-0.59,0.31
PRF,profilin,2 vs 8,0.06,-0.01,-0.27,-0.45,-0.07,-0.33,-0.51,-0.26,-0.44,0.33
LOC724909,uncharacterized LOC724909,2 vs 8,0.26,0.11,0.14,0.18,-0.16,-0.12,-0.09,0.03,0.07,0.02
LOC725930,retinol dehydrogenase 12,2 vs 8,-0.39,-0.15,-0.01,0.13,0.24,0.38,0.52,0.14,0.28,-0.18
LOC551699,transmembrane protein 145,2 vs 8,-0.09,-0.08,-0.09,0.12,0.01,0,0.21,-0.01,0.2,0.01
LOC726961,testis-expressed protein 10 homolog,2 vs 8,-0.51,-0.75,-0.78,-0.66,-0.24,-0.27,-0.15,-0.02,0.1,0.2
CSP3,chemosensory protein 3,2 vs 8,0.13,0.43,0.32,0.23,0.3,0.19,0.1,-0.11,-0.2,-0.2
LOC725020,uncharacterized LOC725020,2 vs 8,0.28,0.23,0.04,-0.04,-0.05,-0.24,-0.31,-0.19,-0.26,0.11
LOC413709,F-box only protein 9,2 vs 8,0,-0,-0.11,0.01,-0,-0.11,0.01,-0.11,0.01,-0.1
LOC413086,DNA ligase 3,2 vs 8,0.45,0.66,0.69,0.7,0.21,0.24,0.25,0.03,0.04,-0.22
LOC102654335,uncharacterized LOC102654335,2 vs 8,0.16,0.01,-0.26,-0.3,-0.15,-0.43,-0.46,-0.28,-0.31,0.39
LOC551595,WD repeat-containing protein CG11141,2 vs 8,-0.18,-0.22,-0.35,-0.35,-0.05,-0.17,-0.17,-0.12,-0.12,0.23
LOC413614,ras-related protein Rab-14,2 vs 8,-0.03,0.07,0.15,0.21,0.1,0.18,0.24,0.07,0.13,-0.33
Mir9883,microRNA mir-9883,2 vs 8,0.14,-0.1,-0.23,-0.09,-0.24,-0.36,-0.23,-0.13,0.01,0.45
LOC725651,uncharacterized LOC725651,2 vs 8,-0.02,0.11,-0.17,-0.24,0.13,-0.15,-0.22,-0.28,-0.35,0.34
LOC102655995,uncharacterized LOC102655995,2 vs 8,0.43,0.54,-0.27,0.32,0.11,-0.7,-0.1,-0.81,-0.22,0.96
LOC552592,facilitated trehalose transporter Tret1,2 vs 8,0.41,1.17,0.78,-0.02,0.75,0.36,-0.43,-0.39,-1.18,-2.02
LOC724619,multiple inositol polyphosphate phosphatase 1,2 vs 8,0.38,0.14,-0.19,0.16,-0.24,-0.57,-0.22,-0.33,0.02,0.64
LOC107965007,uncharacterized LOC107965007,2 vs 8,0.86,1.05,0.87,0.63,0.19,0.01,-0.23,-0.17,-0.42,0.13
LOC725552,DNA-directed RNA polymerase III subunit RPC1,2 vs 8,-0.04,-0.08,0.11,0.03,-0.04,0.15,0.08,0.19,0.11,-0.18
LOC410601,cilia- and flagella-associated protein 206,2 vs 8,-0.12,-0.67,0.09,-0.47,-0.55,0.21,-0.35,0.76,0.21,0.27
LOC408790,protein croquemort,2 vs 8,-0.21,-0.16,-0.11,0.1,0.05,0.11,0.32,0.05,0.26,-0.12
LOC411923,"alanine--tRNA ligase, cytoplasmic",2 vs 8,-0.32,-0.44,-0.22,-0.33,-0.12,0.1,-0.01,0.22,0.11,-0.12
LOC100578245,uncharacterized LOC100578245,2 vs 8,0.33,-0.07,-0.26,0.14,-0.4,-0.59,-0.19,-0.19,0.21,0.63
LOC113219226,protein AF-9-like,2 vs 8,0.91,0.6,1.32,1.29,-0.31,0.41,0.38,0.72,0.69,-0.14
LOC409043,high-affinity choline transporter 1,2 vs 8,0.25,0.32,0.15,0.29,0.08,-0.09,0.04,-0.17,-0.04,0.06
LOC551447,mannose-6-phosphate isomerase,2 vs 8,-0.16,-0.26,-0.12,-0.15,-0.11,0.04,0,0.14,0.11,-0.18
LOC100577064,uncharacterized LOC100577064,2 vs 8,0.24,-0.89,0.89,2,-1.13,0.65,1.76,1.78,2.89,-1.16
